S1	S1
SAOUHSC_00001	dnaA
S2	S2
SAOUHSC_00002	SAOUHSC_00002
SAOUHSC_00003	SAOUHSC_00003
SAOUHSC_00004	recF
SAOUHSC_00005	SAOUHSC_00005
SAOUHSC_00006	SAOUHSC_00006
SAOUHSC_00007	SAOUHSC_00007
S3	S3
SAOUHSC_00008	SAOUHSC_00008
S4	S4
S5	S5
SAOUHSC_00009	SAOUHSC_00009
S6	S6
SAOUHSC_00010	SAOUHSC_00010
SAOUHSC_00012	SAOUHSC_00012
S7	S7
SAOUHSC_00013	SAOUHSC_00013
S8	S8
SAOUHSC_00014	SAOUHSC_00014
SAOUHSC_00015	SAOUHSC_00015
SAOUHSC_00017	rplI
SAOUHSC_00018	SAOUHSC_00018
SAOUHSC_00019	SAOUHSC_00019
SAOUHSC_T00018	SAOUHSC_T00018
SAOUHSC_T00011	SAOUHSC_T00011
S9	S9
SAOUHSC_00020	SAOUHSC_00020
SAOUHSC_00021	SAOUHSC_00021
SAOUHSC_00022	SAOUHSC_00022
SAOUHSC_00023	SAOUHSC_00023
S10	S10
SAOUHSC_00024	SAOUHSC_00024
SAOUHSC_00025	SAOUHSC_00025
SAOUHSC_00026	SAOUHSC_00026
S11	S11
SAOUHSC_00027	SAOUHSC_00027
S12	S12
SAOUHSC_00028	SAOUHSC_00028
SAOUHSC_00029	SAOUHSC_00029
S13	S13
SAOUHSC_00030	SAOUHSC_00030
S14	S14
SAOUHSC_00031	SAOUHSC_00031
SAOUHSC_00032	SAOUHSC_00032
S15	S15
SAOUHSC_00033	SAOUHSC_00033
SAOUHSC_00034	SAOUHSC_00034
SAOUHSC_00035	SAOUHSC_00035
SAOUHSC_00036	SAOUHSC_00036
SAOUHSC_00037	SAOUHSC_00037
S16	S16
SAOUHSC_00038	SAOUHSC_00038
S17	S17
SAOUHSC_00039	SAOUHSC_00039
S18	S18
S19	S19
SAOUHSC_00040	SAOUHSC_00040
SAOUHSC_00041	SAOUHSC_00041
SAOUHSC_00042	SAOUHSC_00042
SAOUHSC_00043	SAOUHSC_00043
SAOUHSC_00044	SAOUHSC_00044
S20	S20
S21	S21
SAOUHSC_00045	SAOUHSC_00045
SAOUHSC_00046	SAOUHSC_00046
SAOUHSC_00047	SAOUHSC_00047
SAOUHSC_00049	SAOUHSC_00049
SAOUHSC_00050	SAOUHSC_00050
SAOUHSC_00051	SAOUHSC_00051
SAOUHSC_00052	SAOUHSC_00052
SAOUHSC_00053	SAOUHSC_00053
SAOUHSC_00054	SAOUHSC_00054
SAOUHSC_00055	SAOUHSC_00055
S22	S22
S23	S23
SAOUHSC_00056	SAOUHSC_00056
SAOUHSC_00057	SAOUHSC_00057
SAOUHSC_00058	SAOUHSC_00058
S24	S24
S25	S25
SAOUHSC_00060	SAOUHSC_00060
SAOUHSC_00061	SAOUHSC_00061
SAOUHSC_00062	SAOUHSC_00062
SAOUHSC_00064	SAOUHSC_00064
S26	S26
SAOUHSC_00065	SAOUHSC_00065
S27	S27
S28	S28
SAOUHSC_00067	SAOUHSC_00067
S29	S29
SAOUHSC_00069	SAOUHSC_00069
SAOUHSC_00070	SAOUHSC_00070
SAOUHSC_00071	SAOUHSC_00071
S30	S30
SAOUHSC_00072	SAOUHSC_00072
SAOUHSC_00074	SAOUHSC_00074
S31	S31
S32	S32
SAOUHSC_00075	SAOUHSC_00075
SAOUHSC_00076	SAOUHSC_00076
SAOUHSC_00077	SAOUHSC_00077
SAOUHSC_00078	SAOUHSC_00078
SAOUHSC_00079	SAOUHSC_00079
SAOUHSC_00080	SAOUHSC_00080
SAOUHSC_00081	SAOUHSC_00081
SAOUHSC_00082	SAOUHSC_00082
SAOUHSC_00083	SAOUHSC_00083
SAOUHSC_A00084	SAOUHSC_A00084
S33	S33
SAOUHSC_00084	SAOUHSC_00084
SAOUHSC_00085	SAOUHSC_00085
SAOUHSC_00086	SAOUHSC_00086
SAOUHSC_00087	SAOUHSC_00087
SAOUHSC_00088	SAOUHSC_00088
SAOUHSC_00089	SAOUHSC_00089
SAOUHSC_00090	SAOUHSC_00090
SAOUHSC_00091	SAOUHSC_00091
SAOUHSC_00092	SAOUHSC_00092
SAOUHSC_00093	SAOUHSC_00093
SAOUHSC_00094	SAOUHSC_00094
S34	S34
SAOUHSC_00096	SAOUHSC_00096
SAOUHSC_A00097	SAOUHSC_A00097
SAOUHSC_00097	SAOUHSC_00097
SAOUHSC_00099	SAOUHSC_00099
SAOUHSC_00100	SAOUHSC_00100
SAOUHSC_00101	SAOUHSC_00101
SAOUHSC_00102	SAOUHSC_00102
SAOUHSC_00103	SAOUHSC_00103
SAOUHSC_00104	SAOUHSC_00104
SAOUHSC_00105	SAOUHSC_00105
SAOUHSC_00106	SAOUHSC_00106
SAOUHSC_00107	SAOUHSC_00107
SAOUHSC_00108	SAOUHSC_00108
SAOUHSC_00109	SAOUHSC_00109
SAOUHSC_00110	SAOUHSC_00110
SAOUHSC_00111	SAOUHSC_00111
S35	S35
SAOUHSC_00112	SAOUHSC_00112
SAOUHSC_00113	SAOUHSC_00113
S36	S36
S37	S37
SAOUHSC_00114	SAOUHSC_00114
SAOUHSC_00115	SAOUHSC_00115
SAOUHSC_00116	SAOUHSC_00116
SAOUHSC_00117	SAOUHSC_00117
SAOUHSC_00118	SAOUHSC_00118
SAOUHSC_00119	SAOUHSC_00119
SAOUHSC_00120	SAOUHSC_00120
SAOUHSC_00121	SAOUHSC_00121
SAOUHSC_00122	SAOUHSC_00122
SAOUHSC_00123	SAOUHSC_00123
SAOUHSC_00124	SAOUHSC_00124
SAOUHSC_00125	SAOUHSC_00125
SAOUHSC_00126	SAOUHSC_00126
SAOUHSC_00127	SAOUHSC_00127
SAOUHSC_00128	SAOUHSC_00128
S38	S38
SAOUHSC_00129	SAOUHSC_00129
SAOUHSC_00130	SAOUHSC_00130
SAOUHSC_00131	SAOUHSC_00131
S39	S39
S40	S40
SAOUHSC_00132	SAOUHSC_00132
S41	S41
S42	S42
S43	S43
SAOUHSC_00133	SAOUHSC_00133
SAOUHSC_00134	SAOUHSC_00134
SAOUHSC_00135	SAOUHSC_00135
S44	S44
SAOUHSC_00136	SAOUHSC_00136
SAOUHSC_00137	SAOUHSC_00137
SAOUHSC_00138	SAOUHSC_00138
SAOUHSC_00139	SAOUHSC_00139
S45	S45
SAOUHSC_00141	SAOUHSC_00141
S46	S46
SAOUHSC_00142	SAOUHSC_00142
S47	S47
S48	S48
SAOUHSC_00143	SAOUHSC_00143
S49	S49
SAOUHSC_00144	SAOUHSC_00144
SAOUHSC_00145	SAOUHSC_00145
SAOUHSC_00146	SAOUHSC_00146
SAOUHSC_00147	SAOUHSC_00147
SAOUHSC_00148	argJ
SAOUHSC_00149	argC
SAOUHSC_00150	SAOUHSC_00150
SAOUHSC_00151	SAOUHSC_00151
SAOUHSC_00152	SAOUHSC_00152
S50	S50
SAOUHSC_00153	SAOUHSC_00153
SAOUHSC_00154	SAOUHSC_00154
SAOUHSC_00155	SAOUHSC_00155
S51	S51
S52	S52
SAOUHSC_00156	SAOUHSC_00156
SAOUHSC_00157	murQ
SAOUHSC_00158	SAOUHSC_00158
SAOUHSC_00160	SAOUHSC_00160
S53	S53
SAOUHSC_00161	SAOUHSC_00161
SAOUHSC_00162	SAOUHSC_00162
SAOUHSC_00163	SAOUHSC_00163
SAOUHSC_00164	SAOUHSC_00164
SAOUHSC_00166	SAOUHSC_00166
S54	S54
SAOUHSC_00167	SAOUHSC_00167
SAOUHSC_00168	SAOUHSC_00168
SAOUHSC_00169	SAOUHSC_00169
SAOUHSC_00170	SAOUHSC_00170
SAOUHSC_00171	SAOUHSC_00171
S55	S55
SAOUHSC_00172	SAOUHSC_00172
SAOUHSC_00173	SAOUHSC_00173
SAOUHSC_00174	SAOUHSC_00174
SAOUHSC_00175	SAOUHSC_00175
SAOUHSC_00176	SAOUHSC_00176
SAOUHSC_00177	SAOUHSC_00177
SAOUHSC_00178	SAOUHSC_00178
S56	S56
SAOUHSC_00179	SAOUHSC_00179
SAOUHSC_00180	SAOUHSC_00180
SAOUHSC_00181	SAOUHSC_00181
S57	S57
SAOUHSC_00182	SAOUHSC_00182
SAOUHSC_00183	uhpT
S58	RsaG
SAOUHSC_00184	SAOUHSC_00184
SAOUHSC_00185	SAOUHSC_00185
SAOUHSC_00186	SAOUHSC_00186
S59	S59
SAOUHSC_00187	SAOUHSC_00187
SAOUHSC_00188	SAOUHSC_00188
SAOUHSC_00189	SAOUHSC_00189
SAOUHSC_00190	SAOUHSC_00190
S60	S60
SAOUHSC_00191	SAOUHSC_00191
SAOUHSC_00192	SAOUHSC_00192
S61	S61
S62	S62
SAOUHSC_00193	SAOUHSC_00193
SAOUHSC_00194	SAOUHSC_00194
S63	S63
SAOUHSC_00195	SAOUHSC_00195
SAOUHSC_00196	SAOUHSC_00196
S64	S64
SAOUHSC_00197	SAOUHSC_00197
S65	S65
SAOUHSC_00198	SAOUHSC_00198
SAOUHSC_00199	SAOUHSC_00199
S66	S66
SAOUHSC_00200	SAOUHSC_00200
SAOUHSC_00201	SAOUHSC_00201
S67	S67
SAOUHSC_00202	SAOUHSC_00202
S68	S68
SAOUHSC_00203	SAOUHSC_00203
SAOUHSC_00204	SAOUHSC_00204
SAOUHSC_00205	SAOUHSC_00205
S69	S69
SAOUHSC_00206	SAOUHSC_00206
S70	S70
SAOUHSC_00208	SAOUHSC_00208
SAOUHSC_00209	SAOUHSC_00209
S71	S71
S72	S72
SAOUHSC_00211	SAOUHSC_00211
SAOUHSC_00212	SAOUHSC_00212
SAOUHSC_00213	SAOUHSC_00213
SAOUHSC_00214	SAOUHSC_00214
SAOUHSC_00215	SAOUHSC_00215
SAOUHSC_00216	SAOUHSC_00216
SAOUHSC_00217	SAOUHSC_00217
SAOUHSC_00218	SAOUHSC_00218
SAOUHSC_00219	SAOUHSC_00219
S73	S73
SAOUHSC_00220	SAOUHSC_00220
SAOUHSC_00221	SAOUHSC_00221
SAOUHSC_A00219	SAOUHSC_A00219
S74	S74
SAOUHSC_00222	SAOUHSC_00222
S75	S75
S76	S76
SAOUHSC_00223	SAOUHSC_00223
S77	S77
S78	S78
SAOUHSC_00225	ispD
SAOUHSC_00226	SAOUHSC_00226
SAOUHSC_00227	SAOUHSC_00227
SAOUHSC_00228	SAOUHSC_00228
SAOUHSC_00229	SAOUHSC_00229
SAOUHSC_00230	SAOUHSC_00230
SAOUHSC_00231	SAOUHSC_00231
SAOUHSC_00232	SAOUHSC_00232
SAOUHSC_00233	SAOUHSC_00233
SAOUHSC_00234	SAOUHSC_00234
SAOUHSC_00235	SAOUHSC_00235
SAOUHSC_00236	SAOUHSC_00236
S79	S79
SAOUHSC_00237	SAOUHSC_00237
SAOUHSC_00238	SAOUHSC_00238
SAOUHSC_00239	SAOUHSC_00239
SAOUHSC_00240	SAOUHSC_00240
SAOUHSC_00241	SAOUHSC_00241
SAOUHSC_00242	SAOUHSC_00242
SAOUHSC_00243	SAOUHSC_00243
SAOUHSC_00244	SAOUHSC_00244
SAOUHSC_00245	SAOUHSC_00245
S80	S80
SAOUHSC_00246	SAOUHSC_00246
S81	S81
S82	S82
SAOUHSC_00247	SAOUHSC_00247
S83	S83
SAOUHSC_00248	SAOUHSC_00248
SAOUHSC_00249	SAOUHSC_00249
SAOUHSC_00250	SAOUHSC_00250
SAOUHSC_00251	SAOUHSC_00251
SAOUHSC_00253	SAOUHSC_00253
SAOUHSC_00254	SAOUHSC_00254
SAOUHSC_00255	SAOUHSC_00255
SAOUHSC_00256	SAOUHSC_00256
S84	S84
SAOUHSC_00257	SAOUHSC_00257
SAOUHSC_00258	SAOUHSC_00258
SAOUHSC_00259	SAOUHSC_00259
SAOUHSC_00260	SAOUHSC_00260
SAOUHSC_00261	SAOUHSC_00261
SAOUHSC_00262	SAOUHSC_00262
SAOUHSC_00264	SAOUHSC_00264
SAOUHSC_00265	SAOUHSC_00265
SAOUHSC_00266	SAOUHSC_00266
SAOUHSC_00267	SAOUHSC_00267
SAOUHSC_00268	SAOUHSC_00268
SAOUHSC_00269	SAOUHSC_00269
SAOUHSC_00270	SAOUHSC_00270
SAOUHSC_00271	SAOUHSC_00271
S85	S85
